,Latitude,Longitude,CategoryID,Predicted
390,49.0,43.0,4,0
391,49.0,43.0,4,0
392,49.0,32.5,4,0
393,49.0,32.5,4,1
394,49.0,32.5,4,0
395,49.0,32.25,4,0
396,49.0,32.25,4,0
397,49.0,32.0,4,1
398,49.0,32.0,4,1
399,49.0,32.0,4,1
400,49.0,32.0,4,0
401,49.0,32.0,4,0
402,49.0,32.0,4,1
403,49.0,32.0,4,0
404,49.0,32.0,4,0
405,49.0,32.0,4,0
406,49.0,32.0,4,0
407,49.0,32.0,4,0
408,49.0,32.0,4,0
409,49.0,32.0,4,0
410,49.0,32.0,4,0
411,49.0,32.0,4,0
412,49.0,32.0,4,0
413,49.0,31.75,4,0
414,49.0,103.5,5,0
415,48.916667,37.966667,4,0
416,48.9,31.9,4,1
417,48.8511447,2.347028375,1,0
418,48.8,39.2,4,0
419,48.75,43.5,4,0
420,48.75,43.25,4,0
421,48.75,43.25,4,0
422,48.75,43.0,4,0
423,48.75,43.0,4,0
424,48.75,42.75,4,0
425,48.6559302,28.4664418333,4,0
426,48.65536,88.312346,6,0
427,48.5683043259,27.4714185722,4,0
428,48.554856,29.264624,4,0
429,48.53855,111.077628,6,0
430,48.53846,111.077537,6,1
431,48.5,43.5,4,0
432,48.5,43.5,4,1
433,48.5,43.0,4,0
434,48.5,43.0,4,1
435,48.5,43.0,4,0
436,48.5,34.75,4,0
437,48.5,34.6,4,0
438,48.5,32.5,4,0
439,48.5,32.0,4,0
440,48.5,32.0,4,0
441,48.5,32.0,4,0
442,48.5,18.5,1,0
443,48.5,-3.5,1,0
444,48.49,106.73,6,0
445,48.469101,106.387471,6,0
446,48.41,23.29,1,1
447,48.39,34.71,4,0
448,48.39,34.71,4,0
449,48.38953,35.056529,4,1
450,48.3,89.5,5,0
451,48.25,44.0,4,0
452,48.217827,104.775649,6,0
453,48.2,108.4833,5,0
454,48.113346,16.867891,1,0
455,48.0442865972,40.8008089209,4,0
456,48.035787,100.539708,6,0
457,48.012949,34.759415,4,0
458,48.0,90.0,5,1
459,48.0,68.0,5,1
460,48.0,68.0,5,0
461,48.0,68.0,5,0
462,48.0,68.0,4,0
463,48.0,43.0,4,1
464,48.0,32.5,4,0
465,48.0,32.0,4,0
466,48.0,129.0,6,0
467,47.920102,106.909513,6,0
468,47.875351,104.246505,6,0
469,47.866667,41.183333,4,0
470,47.85,5.75,1,0
471,47.85,5.75,1,0
472,47.833333,35.166667,4,0
473,47.833333,35.166667,4,0
474,47.78709,29.272514,4,0
475,47.7,28.5,4,1
476,47.6,35.166667,4,0
477,47.594444,101.204722,6,0
478,47.5437096,41.25,4,0
479,47.5437096,41.0,4,1
480,47.5437096,41.0,4,1
481,47.5437096,41.0,4,0
482,47.5437096,40.7291755,4,0
483,47.5437096,40.7291755,4,0
484,47.5437096,40.7291755,4,1
485,47.5437096,40.7291755,4,1
486,47.5437096,40.7291755,4,1
487,47.5437096,40.7291755,4,0
488,47.5437096,40.7291755,4,0
489,47.5437096,40.7291755,4,0
490,47.5437096,40.7291755,4,0
491,47.5437096,40.7291755,4,1
492,47.5437096,40.7291755,4,0
493,47.5437096,40.7291755,4,0
494,47.5437096,40.7291755,4,0
495,47.5,12.5,1,0
496,47.5,40.85,4,0
497,47.5,40.75,4,0
498,47.5,40.75,4,0
499,47.5,40.5,4,0
500,47.5,40.25,4,0
501,47.5,30.0,4,0
502,47.5,22.5,4,0
503,47.5,22.5,4,0
504,47.5,100.8667,5,0
505,47.4776041,8.2167629,1,0
506,47.407528,34.199916,4,0
507,47.4,34.4,4,0
508,47.347387,34.863786,4,0
509,47.3,28.45,4,1
510,47.283449,102.697197,5,1
511,47.28339,102.697072,5,1
512,47.2686877906,39.335670567,4,0
513,47.25,5.0,1,0
514,47.25,40.7291755,4,0
515,47.25,34.0,4,0
516,47.233333,47.233333,4,0
517,47.17,34.42,4,1
518,47.17,32.9,4,1
519,47.164574,29.399961,4,0
520,47.154932,29.670997,4,0
521,47.15,34.45,4,1
522,47.15,34.4,4,1
523,47.15,34.4,5,0
524,47.15,34.4,4,1
525,47.15,34.75,4,0
526,47.15,34.65,4,0
527,47.15,34.55,4,0
528,47.15,34.4,4,1
529,47.15,34.4,4,0
530,47.15,34.4,4,0
531,47.15,34.4,4,0
532,47.15,34.4,4,0
533,47.15,34.4,1,0
534,47.15,34.4,4,0
535,47.15,34.4,4,0
536,47.13,34.38,4,1
537,47.1149830333,15.0772312333,1,0
538,47.086389,39.238611,4,1
539,47.086389,39.238611,4,1
540,47.086389,39.238611,4,1
541,47.0,29.0,4,1
542,47.0,88.366667,6,0
543,47.0,34.65,4,0
544,47.0,34.65,4,0
545,47.0,34.5,4,0
546,47.0,34.5,4,0
547,47.0,34.4,4,0
548,47.0,34.25,4,0
549,47.0,34.25,4,0
550,47.0,33.5,4,1
551,47.0,33.25,4,0
552,47.0,33.0,4,0
553,47.0,33.0,4,0
554,47.0,30.25,4,0
555,47.0,30.0,4,0
556,47.0,30.0,4,0
557,47.0,30.0,4,0
558,47.0,29.0,4,0
559,47.0,29.0,4,0
560,47.0,29.0,4,1
561,47.0,29.0,4,0
562,47.0,20.0,1,0
563,47.0,2.0,1,0
564,46.966667,32.0,4,0
565,46.9502000588,35.4702049544,4,0
566,46.94724,4.2991775,1,0
567,46.87594,33.89476,4,0
568,46.8329732,29.613982,4,0
569,46.75,68.831901,5,0
570,46.75,32.0,4,0
571,46.691895,31.901597,4,1
572,46.691895,31.901597,4,0
573,46.691895,32.0,4,0
574,46.691895,31.901597,4,0
575,46.691895,31.901597,4,0
576,46.691895,31.901597,4,0
577,46.628486,35.030656,4,0
578,46.594036,1.51722,1,0
579,46.566667,45.316667,4,0
580,46.566667,45.316667,4,0
581,46.566667,45.316667,4,0
582,46.530976,30.778144,4,0
583,46.5,104.7,5,1
584,46.5,104.5,5,1
585,46.5,104.5,5,1
586,46.5,104.5,5,0
587,46.5,104.5,5,0
588,46.5,68.831901,5,0
589,46.5,45.5,4,1
590,46.5,45.5,4,0
591,46.5,45.5,4,1
592,46.5,34.0,4,0
593,46.5,28.5,4,0
594,46.5,28.5,4,0
595,46.5,28.5,4,0
596,46.5,28.5,4,0
597,46.5,28.5,1,0
598,46.5,28.5,4,0
599,46.5,15.5,1,0
600,46.5,15.5,1,0
601,46.5,105.0,5,0
602,46.5,104.5,6,0
603,46.5,104.5,6,0
604,46.5,104.5,5,0
605,46.5,104.5,5,0
606,46.5,104.5,5,1
607,46.433,69.25,5,1
608,46.433,69.0,5,1
609,46.433,68.75,5,1
610,46.433,68.466,5,1
611,46.433,68.466,5,0
612,46.433,68.466,5,0
613,46.433,68.466,5,0
614,46.433,68.466,5,0
615,46.433,68.466,5,0
616,46.433,68.466,5,0
617,46.433,68.466,5,0
618,46.433,68.466,5,0
619,46.433,68.466,5,0
620,46.433,68.466,5,0
621,46.433,68.466,5,0
622,46.433,68.466,5,1
623,46.433,68.466,5,0
624,46.433,68.466,3,0
625,46.316667,44.266667,4,0
626,46.3,104.5,5,1
627,46.25,28.5,4,0
628,46.25,28.5,4,0
629,46.233333,30.35,4,0
630,46.2007555,30.350134,4,0
631,46.2007555,30.350134,4,0
632,46.2,46.8,4,1
633,46.2,43.2,4,0
634,46.130541,32.421764,4,1
635,46.130541,32.421764,4,0
636,46.0,105.0,5,1
637,46.0,69.0,5,0
638,46.0,68.831901,5,0
639,46.0,48.5,4,0
640,46.0,25.0,1,0
641,46.0,25.0,1,0
642,46.0,25.0,4,0
643,46.0,2.0,1,0
644,46.0,2.0,1,0
645,46.0,105.0,5,0
646,46.0,105.0,5,1
647,46.0,105.0,5,0
648,46.0,105.0,5,1
649,46.0,105.0,5,0
650,46.0,105.0,5,0
651,46.0,105.0,6,0
652,46.0,104.5,6,0
653,455.0,68.75,5,0
654,45.833333,47.966667,4,1
655,45.833333,47.966667,4,0
656,45.833333,47.966667,4,0
657,45.833333,48.25,4,0
658,45.833333,48.0,4,0
659,45.833333,47.966667,4,0
660,45.833333,47.966667,4,0
661,45.833333,47.966667,4,1
662,45.833333,47.966667,4,0
663,45.833333,47.966667,4,0
664,45.833333,47.966667,4,0
665,45.83,47.98,4,1
666,45.814417,35.862586,4,1
667,45.814417,35.862586,4,1
668,45.814417,35.862586,4,1
669,45.814417,35.862586,4,0
670,45.814417,35.862586,4,0
671,45.762095775,4.822438025,1,0
672,45.762095775,4.822438025,1,0
673,45.75,68.831901,5,0
674,45.69494,33.066296,4,0
675,45.693312,44.595459,4,0
676,45.6764386143,42.9147867854,4,0
677,45.65,47.966667,4,0
678,45.591983,44.62079,4,1
679,45.586522,33.440288,4,0
680,45.57717715,2.75,1,0
681,45.57717715,2.49095881905,4,0
682,45.57717715,2.49095881905,1,0
683,45.57717715,2.49095881905,1,0
684,45.57717715,2.49095881905,1,0
685,45.57717715,2.49095881905,1,0
686,45.5,68.75,3,0
687,45.5,22.5,1,0
688,45.5,22.5,1,0
689,45.5,13.5,1,0
690,45.49444,124.4536,6,0
691,45.489751,41.367597,4,0
692,45.47,68.84,5,1
693,45.47,68.78,5,1
694,45.450688,68.831901,5,0
695,45.450688,68.831901,3,0
696,45.450688,68.831901,5,1
697,45.450688,68.831901,5,0
698,45.450688,68.831901,5,0
699,45.450688,69.0,5,0
700,45.450688,68.831901,5,0
701,45.450688,68.831901,5,0
702,45.450688,68.831901,5,0
703,45.450688,68.831901,5,0
704,45.450688,68.831901,5,0
705,45.450688,68.831901,5,0
706,45.450688,68.831901,5,0
707,45.450688,68.831901,5,0
708,45.450688,68.831901,5,1
709,45.450688,68.831901,5,0
710,45.450688,68.831901,5,0
711,45.450688,68.831901,5,0
712,45.450688,68.831901,5,0
713,45.45,68.85,5,0
714,45.43,68.82,5,1
715,45.42,68.88,5,0
716,45.4,68.75,5,1
717,45.4,43.5,4,1
718,45.4,43.0,4,0
719,45.4,43.0,4,1
720,45.4,43.0,4,0
721,45.4,43.0,4,0
722,45.366667,39.433333,4,0
723,45.366667,39.433333,4,0
724,45.366667,39.433333,4,0
725,45.3661,35.820886,4,0
726,45.3533940521,36.5287717301,4,1
727,45.3532623333,36.470222,4,1
728,45.35,36.65,4,1
729,45.35,36.95,4,1
730,45.35,36.9,4,0
731,45.35,36.9,4,0
732,45.35,36.75,4,0
733,45.35,36.65,4,0
734,45.35,36.65,4,1
735,45.35,36.65,4,0
736,45.35,36.65,1,0
737,45.35,36.65,4,0
738,45.35,36.65,4,1
739,45.35,36.65,4,0
740,45.35,36.65,1,0
741,45.35,36.65,4,0
742,45.35,36.65,4,0
743,45.35,36.65,4,0
744,45.35,36.65,4,1
745,45.333333,37.65,4,1
746,45.333333,37.4,4,1
747,45.333333,37.4,4,0
748,45.333333,37.4,4,1
749,45.333333,37.4,4,0
750,45.333333,37.4,4,0
751,45.333333,134.666667,5,0
752,45.32,34.2,4,0
753,45.316,38.733,4,0
754,45.3,34.6,4,1
755,45.3,34.4,4,1
756,45.3,34.4,4,1
757,45.3,34.4,4,0
758,45.3,34.0,5,0
759,45.3,34.8,4,0
760,45.3,34.65,4,0
761,45.3,34.65,4,1
762,45.3,34.6,4,0
763,45.3,34.4,4,0
764,45.3,34.4,4,1
765,45.3,34.4,4,0
766,45.3,34.4,4,0
767,45.3,34.4,4,0
768,45.3,34.4,4,0
769,45.3,34.4,4,1
770,45.3,34.4,4,1
771,45.3,34.4,4,0
772,45.3,34.4,4,0
773,45.3,34.4,4,0
774,45.3,34.4,4,0
775,45.299422,36.997343,4,0
776,45.289919,39.944262,4,0
777,45.28,103.28,5,0
778,45.2782379729,13.5996312277,1,0
779,45.27460525,36.97245025,4,1
780,45.27460525,36.97245025,4,1
781,45.27460525,36.97245025,4,1
782,45.25,36.0,4,1
783,45.25,36.65,4,0
784,45.25,2.49095881905,1,0
785,45.2333,10.9667,1,0
786,45.227773,13.5944693333,1,0
787,45.2075,39.688333,4,0
788,45.203672,33.361389,4,1
789,45.2,34.5,4,1
790,45.2,68.831901,5,0
791,45.2,60.2,5,0
792,45.2,34.4,4,0
793,45.1641743683,33.290229454,4,0
794,45.15,34.55,4,0
795,45.15,34.55,4,0
796,45.15,34.4,4,0
797,45.15,34.4,4,0
798,45.1099956985,40.0661895634,4,0
799,45.069464,41.908704,4,0
800,45.05,43.266667,4,0
801,45.05,36.65,4,1
802,45.05,34.4,4,1
803,45.04609,35.378768,4,0
804,45.039127,41.982141,4,0
805,45.0,69.0,5,0
806,45.0,68.831901,5,0
807,45.0,60.0,5,1
808,45.0,40.01,4,0
809,45.0,40.01,4,0
810,45.0,33.85,4,0
811,45.0,23.0,1,0
812,45.0,23.0,1,0
813,45.0,125.5,6,0
814,45.0,125.0,6,0
815,44.994478,34.340738,4,1
816,44.966447,19.610106,1,0
817,44.95,34.1,4,1
818,44.9434251,34.11892025,4,0
819,44.89409175,37.3100281,4,0
820,44.89409175,37.3100281,4,0
821,44.893277,37.404091,4,1
822,44.8700444,34.3435557,4,1
823,44.869567,13.841124,1,0
824,44.85,60.45,5,1
825,44.85,60.45,5,1
826,44.8487,37.560089,4,1
827,44.847532,33.671141,4,1
828,44.79,37.53,4,0
829,44.79,37.53,4,1
830,44.75,44.5,4,0
831,44.75,2.45,1,0
832,44.698137,10.630721,1,0
833,44.669104,33.558806,4,1
834,44.65,40.25,4,0
835,44.65,40.0,4,0
836,44.65,40.0,4,0
837,44.65,40.0,4,0
838,44.65,40.0,4,0
839,44.65,40.0,4,0
840,44.6112696,33.49279435,4,1
841,44.6112696,33.49279435,4,0
842,44.6112696,33.49279435,4,0
843,44.6112696,33.49279435,4,0
844,44.6112696,33.49279435,4,0
845,44.6112696,33.49279435,4,0
846,44.6112696,33.49279435,4,1
847,44.6112696,33.49279435,4,0
848,44.609132,40.113202,4,0
849,44.6003,2.3972,1,0
850,44.568171,38.023726,4,0
851,44.516667,40.166667,4,0
852,44.5,87.331111,3,0
853,44.5,44.75,4,1
854,44.5,44.5,4,0
855,44.5,44.5,4,0
856,44.5,44.5,4,1
857,44.5,44.5,4,0
858,44.5,28.5,4,0
859,44.463611,40.063611,4,0
860,44.420563,12.196399,1,0
861,44.415718,12.196604,1,0
862,44.415718,12.196604,1,0
863,44.415718,12.196604,1,0
864,44.415718,12.196604,1,0
865,44.369242,39.208299,4,0
866,44.369242,39.208299,4,0
867,44.354154,40.411078,4,0
868,44.354154,40.411078,4,0
869,44.265063,63.662626,5,1
870,44.261488,22.705317,1,0
871,44.256737,63.660894,5,1
872,44.1728565,28.6497375,1,0
873,44.0,88.0,3,1
874,44.0,87.331111,6,0
875,44.0,43.45,4,0
876,44.0,28.0,1,0
877,43.98,43.45,4,0
878,43.9279968,42.6631355,4,0
879,43.9,43.45,4,0
880,43.833287,82.954123,6,1
881,43.8,87.633,3,0
882,43.78,43.65,4,0
883,43.78,43.45,4,0
884,43.765332,45.020475,4,0
885,43.75,43.5,4,0
886,43.75,43.45,4,0
887,43.75,43.45,4,0
888,43.75,43.25,4,0
889,43.74465275,7.40183905,1,0
890,43.733333,44.7,4,0
891,43.70403,24.4738875,1,0
892,43.691162,24.271627,1,0
893,43.681111,87.331111,3,1
894,43.681111,87.331111,6,0
895,43.681111,87.331111,3,0
896,43.681111,87.331111,3,1
897,43.681111,87.331111,7,0
898,43.681111,87.331111,7,0
899,43.681111,87.331111,3,0
900,43.681111,87.331111,3,1
901,43.681111,87.331111,5,0
902,43.681111,87.331111,7,0
903,43.681111,87.331111,6,0
904,43.681111,87.331111,3,1
905,43.681111,87.331111,3,0
906,43.681111,87.331111,3,0
907,43.609415,82.35598,4,0
908,43.6,43.48,4,1
909,43.583333,43.4,4,0
910,43.583333,43.4,4,1
911,43.58,43.65,4,1
912,43.58,43.45,4,1
913,43.58,43.45,4,0
914,43.58,43.45,4,1
915,43.58,43.45,4,0
916,43.58,43.65,4,0
917,43.58,43.65,4,0
918,43.58,43.65,4,0
919,43.58,43.45,4,0
920,43.58,43.45,4,0
921,43.58,43.45,4,0
922,43.58,43.45,4,0
923,43.58,43.45,4,0
924,43.58,43.45,4,0
925,43.58,43.45,4,0
926,43.58,43.45,4,0
927,43.58,43.45,4,0
