,Latitude,Longitude,CategoryID,Predicted
928,43.58,43.45,4,0
929,43.58,43.45,4,0
930,43.5392743667,16.4824028667,1,0
931,43.518333,23.698056,1,0
932,43.5,45.6833,4,0
933,43.5,43.5,4,0
934,43.5,43.25,4,0
935,43.5,114.75,6,1
936,43.43401174,6.73406436,1,0
937,43.43,11.13,1,1
938,43.43,11.13,1,0
939,43.334041,44.156554,4,1
940,43.3219276859,40.5079395349,4,0
941,43.3219276859,40.5079395349,4,0
942,43.3167,45.6833,4,1
943,43.3167,45.6833,4,0
944,43.3167,45.6833,4,0
945,43.3167,45.6833,4,0
946,43.3167,45.6833,4,0
947,43.316667,45.716667,4,0
948,43.271355,44.449434,4,1
949,43.25,87.331111,6,0
950,43.25,46.883333,4,0
951,43.25,44.3,4,0
952,43.25,43.45,4,0
953,43.2319372075,-6.59639050861,1,0
954,43.210745,44.553905,5,0
955,43.2,46.753333,4,0
956,43.2,44.966667,4,0
957,43.183333,44.233333,4,0
958,43.183333,44.233333,4,0
959,43.17,41.13,4,0
960,43.15,41.15,4,1
961,43.133519,40.669553,4,0
962,43.1284,27.4725,1,0
963,43.10733,134.302131,6,1
964,43.1,46.883333,4,1
965,43.1,46.883333,4,0
966,43.1,46.883333,4,0
967,43.1,46.883333,4,0
968,43.1,46.883333,4,0
969,43.1,46.883333,4,0
970,43.1,46.883333,4,0
971,43.0786852,34.7425505,4,1
972,43.0786852,34.7425505,4,1
973,43.0786852,34.7425505,4,0
974,43.0786852,34.7425505,4,0
975,43.0786852,34.7425505,4,0
976,43.0786852,34.7425505,4,0
977,43.0786852,34.7425505,3,0
978,43.0786852,34.7425505,4,0
979,43.0786852,34.7425505,4,0
980,43.033333,44.233333,4,0
981,43.033333,44.233333,4,0
982,43.0,47.0,4,0
983,43.0,44.5,4,1
984,43.0,44.0,4,0
985,43.0,41.5,4,0
986,43.0,12.5,1,0
987,42.95,89.183333,6,1
988,42.93333333,89.16666667,5,0
989,42.93333333,89.16666667,6,0
990,42.93333333,89.16666667,6,0
991,42.864167,89.694444,6,0
992,42.852715,89.530197,6,0
993,42.78,89.34,5,0
994,42.7752864,15.885196,1,0
995,42.75,87.331111,6,0
996,42.75,25.5,1,0
997,42.75,25.5,1,0
998,42.75,25.5,1,0
999,42.75,25.5,1,0
1000,42.75,25.5,1,0
1001,42.75,25.0,1,1
1002,42.75,13.0,1,0
1003,42.75,12.5,1,0
1004,42.666,25.25,1,0
1005,42.666,25.25,1,0
1006,42.647093,86.200302,6,1
1007,42.618717,25.394463,1,0
1008,42.602517,44.073141,4,0
1009,42.602517,44.073141,4,0
1010,42.602517,44.073141,3,0
1011,42.602517,44.073141,4,0
1012,42.5928,89.2404,6,1
1013,42.580337,44.181829,4,0
1014,42.580337,44.181829,4,1
1015,42.55,43.917547465,4,0
1016,42.504858,24.188583,1,1
1017,42.504858,24.188583,1,0
1018,42.5,22.5,1,0
1019,42.5,87.331111,6,0
1020,42.5,44.5,4,0
1021,42.5,44.25,4,1
1022,42.5,44.0,4,0
1023,42.5,44.0,4,0
1024,42.5,43.75,4,0
1025,42.5,42.75,4,0
1026,42.5,42.5,4,0
1027,42.5,42.5,4,0
1028,42.5,42.5,4,0
1029,42.5,42.5,4,0
1030,42.5,42.5,4,0
1031,42.5,27.5,1,0
1032,42.5,22.5,1,0
1033,42.5,22.5,1,0
1034,42.5,22.5,1,0
1035,42.5,22.5,1,0
1036,42.5,22.5,1,0
1037,42.5,13.0,1,0
1038,42.5,12.5,1,0
1039,42.5,12.5,1,0
1040,42.5,12.5,4,0
1041,42.5,12.5,1,0
1042,42.5,12.5,1,0
1043,42.5,12.5,1,0
1044,42.5,12.5,1,0
1045,42.5,12.5,1,0
1046,42.5,12.5,1,0
1047,42.5,12.5,1,0
1048,42.5,12.5,1,0
1049,42.5,-8.5,1,0
1050,42.5,-8.0,1,0
1051,42.5,-7.5,1,0
1052,42.5,-7.5,1,0
1053,42.5,-7.5,1,0
1054,42.5,-7.5,1,0
1055,42.4395125,3.1766232,1,0
1056,42.4395125,3.1766232,1,0
1057,42.4209095298,11.7542277484,1,1
1058,42.4209095298,12.0,1,0
1059,42.4209095298,11.95,1,0
1060,42.4209095298,11.7542277484,1,0
1061,42.4209095298,11.7542277484,1,0
1062,42.4209095298,11.7542277484,1,0
1063,42.4209095298,11.7542277484,1,0
1064,42.4209095298,11.7542277484,1,0
1065,42.4209095298,11.7542277484,1,0
1066,42.4209095298,11.7542277484,1,0
1067,42.398788,13.3102685,1,1
1068,42.35,21.7,1,0
1069,42.3481871656,44.25,4,1
1070,42.3481871656,43.917547465,4,0
1071,42.3481871656,43.917547465,5,0
1072,42.3481871656,43.917547465,4,1
1073,42.3481871656,43.917547465,4,0
1074,42.3481871656,43.917547465,4,0
1075,42.3481871656,43.917547465,4,0
1076,42.3481871656,43.917547465,1,0
1077,42.3481871656,43.917547465,4,0
1078,42.3481871656,43.917547465,4,1
1079,42.3481871656,43.917547465,4,1
1080,42.3481871656,43.917547465,4,0
1081,42.3481871656,43.7,4,1
1082,42.322107,85.939289,6,0
1083,42.3,44.0,4,0
1084,42.3,43.75,4,0
1085,42.261111,44.121111,4,1
1086,42.261111,44.121111,4,0
1087,42.261111,44.121111,4,0
1088,42.261111,44.121111,4,0
1089,42.261111,44.121111,4,1
1090,42.261111,44.121111,4,0
1091,42.25,44.5,4,0
1092,42.25,44.25,4,0
1093,42.25,44.25,4,0
1094,42.25,44.0,4,0
1095,42.25,44.0,4,0
1096,42.25,44.0,4,0
1097,42.25,22.5,1,1
1098,42.25,13.0,1,0
1099,42.25,13.0,1,0
1100,42.25,12.75,1,0
1101,42.25,12.75,1,0
1102,42.25,12.5,1,0
1103,42.25,12.5,1,0
1104,42.25,12.5,1,0
1105,42.25,12.25,1,0
1106,42.25,12.25,1,0
1107,42.25,12.0,1,0
1108,42.25,12.0,1,0
1109,42.25,12.0,1,0
1110,42.25,11.75,1,0
1111,42.233333,43.966667,4,0
1112,42.23135,-8.712432,1,0
1113,42.22,43.53,4,0
1114,42.2,44.0,4,1
1115,42.2,43.3,4,0
1116,42.2,43.917547465,4,0
1117,42.189608,59.326172,5,0
1118,42.189608,59.326172,5,0
1119,42.189608,59.326172,5,0
1120,42.189608,59.326172,5,0
1121,42.189608,59.326172,5,0
1122,42.144689,0.287408,1,0
1123,42.1237505,42.2161531,4,0
1124,42.1024003333,9.511828,1,0
1125,42.083776,42.5014885,4,0
1126,42.083776,42.5014885,4,0
1127,42.0641108043,27.9720141911,1,0
1128,42.037282,129.947174,6,1
1129,42.029067,129.943449,6,1
1130,42.0,43.5,4,1
1131,42.0,43.5,4,1
1132,42.0,43.5,4,0
1133,42.0,43.5,4,0
1134,42.0,12.5,1,0
1135,42.0,12.45,1,0
1136,42.0,44.0,4,0
1137,42.0,43.5,4,0
1138,42.0,43.5,4,0
1139,42.0,43.5,4,0
1140,42.0,43.5,4,0
1141,42.0,43.5,4,0
1142,42.0,43.5,4,0
1143,42.0,43.5,4,0
1144,42.0,43.5,4,0
1145,42.0,43.5,4,0
1146,42.0,43.5,4,0
1147,42.0,43.5,4,0
1148,42.0,42.5,4,0
1149,42.0,22.5,1,0
1150,42.0,22.0,1,0
1151,42.0,22.0,1,0
1152,42.0,2.0,1,0
1153,42.0,13.0,1,0
1154,42.0,12.75,1,0
1155,42.0,12.75,1,0
1156,42.0,12.75,1,0
1157,42.0,12.75,1,0
1158,42.0,12.5,1,0
1159,42.0,12.5,1,0
1160,42.0,12.5,1,0
1161,42.0,12.5,1,0
1162,42.0,12.5,1,0
1163,42.0,12.25,1,0
1164,42.0,12.25,1,0
1165,42.0,12.25,1,0
1166,42.0,12.25,1,0
1167,42.0,12.25,1,0
1168,42.0,12.25,1,0
1169,42.0,12.25,1,0
1170,42.0,12.25,1,0
1171,42.0,12.0,1,0
1172,42.0,12.0,1,0
1173,42.0,12.0,1,0
1174,42.0,12.0,1,0
1175,41.98,43.48,4,1
1176,41.92725,60.822917,5,0
1177,41.9167,44.4167,4,0
1178,41.914,12.512,1,0
1179,41.902783,12.496366,7,0
1180,41.90085,12.479977,1,0
1181,41.9,12.52,1,0
1182,41.9,12.5,1,0
1183,41.9,12.5,1,0
1184,41.9,12.25,1,0
1185,41.9,13.0,1,0
1186,41.9,12.75,1,0
1187,41.9,12.75,1,0
1188,41.9,12.75,3,0
1189,41.9,12.65,1,1
1190,41.9,12.5,1,0
1191,41.9,12.5,1,0
1192,41.9,12.5,1,0
1193,41.9,12.5,1,0
1194,41.9,12.5,1,0
1195,41.9,12.5,1,0
1196,41.9,12.5,1,0
1197,41.9,12.5,1,0
1198,41.9,12.5,1,0
1199,41.9,12.5,1,0
1200,41.9,12.5,1,0
1201,41.9,12.5,1,0
1202,41.9,12.5,1,0
1203,41.9,12.5,1,0
1204,41.9,12.5,1,0
1205,41.9,12.5,1,0
1206,41.9,12.5,3,0
1207,41.9,12.5,3,0
1208,41.9,12.5,1,0
1209,41.9,12.5,1,0
1210,41.9,12.5,1,0
1211,41.9,12.5,1,0
1212,41.9,12.5,1,0
1213,41.9,12.5,1,0
1214,41.9,12.5,1,0
1215,41.9,12.5,1,0
1216,41.9,12.5,1,0
1217,41.9,12.5,1,0
1218,41.9,12.5,1,0
1219,41.9,12.5,1,0
1220,41.9,12.5,1,0
1221,41.9,12.5,1,0
1222,41.9,12.5,1,0
1223,41.9,12.5,1,0
1224,41.9,12.5,1,0
1225,41.9,12.25,1,0
1226,41.9,12.25,1,0
1227,41.9,12.0,1,0
1228,41.9,12.0,1,0
1229,41.9,12.0,1,0
1230,41.9,11.75,1,0
1231,41.8917375,12.4861685,1,0
1232,41.8917375,12.4861685,1,0
1233,41.8917375,12.4861685,1,0
1234,41.8917375,12.4861685,1,0
1235,41.8917375,12.4861685,1,0
1236,41.8917375,13.0,1,0
1237,41.8917375,12.65,1,0
1238,41.8917375,12.4861685,1,0
1239,41.8917375,12.4861685,1,0
1240,41.8917375,12.4861685,1,0
1241,41.8917375,12.4861685,1,0
1242,41.8917375,12.4861685,1,0
1243,41.8917375,12.4861685,1,0
1244,41.8917375,12.4861685,2,0
1245,41.8917375,12.4861685,1,0
1246,41.8917375,12.4861685,1,0
1247,41.8917375,12.4861685,1,0
1248,41.8917375,12.4861685,1,0
1249,41.8917375,12.4861685,1,0
1250,41.8917375,12.4861685,1,0
1251,41.8917375,12.4861685,1,0
1252,41.8917375,12.4861685,1,0
1253,41.8917375,12.4861685,3,0
1254,41.8917375,12.4861685,1,0
1255,41.89,12.5,1,0
1256,41.89,12.48,1,0
1257,41.8624558,44.6405577,4,0
1258,41.860077,44.542862,4,1
1259,41.860077,44.542862,4,0
1260,41.8394835,12.8923075,1,0
1261,41.836468,44.6891385,4,1
1262,41.836468,44.6891385,3,0
1263,41.836468,44.6891385,4,0
1264,41.8054,120.760149,6,1
1265,41.8,90.5,6,1
1266,41.8,123.4,6,0
1267,41.8,123.4,6,0
1268,41.8,123.4,6,0
1269,41.783333,82.5,6,0
1270,41.783333,82.5,6,1
1271,41.783333,82.5,6,1
1272,41.783333,82.5,6,0
1273,41.783333,82.25,6,1
1274,41.764607,101.14339,6,1
1275,41.7589373125,45.9705291823,5,0
1276,41.754855,12.287656,1,0
1277,41.75,45.7167,4,1
1278,41.75,44.0,4,0
1279,41.75,25.75,1,0
1280,41.75,25.75,1,0
1281,41.75,25.75,1,0
1282,41.75,25.5,1,0
1283,41.75,25.0,1,0
1284,41.75,12.75,1,0
1285,41.75,12.75,1,0
1286,41.75,12.75,1,0
1287,41.75,12.65,1,0
1288,41.75,12.5,1,0
1289,41.75,12.5,1,0
1290,41.75,12.5,1,0
1291,41.75,12.5,1,0
1292,41.75,12.5,3,0
1293,41.75,12.5,1,0
1294,41.75,12.5,1,0
1295,41.75,12.5,1,0
1296,41.75,12.5,1,0
1297,41.75,12.5,1,0
1298,41.75,12.25,1,0
1299,41.75,12.25,1,0
1300,41.75,12.25,1,0
1301,41.75,12.25,1,0
1302,41.75,12.25,1,0
1303,41.75,12.25,1,0
1304,41.75,12.25,1,0
1305,41.75,12.25,1,0
1306,41.75,12.0,1,0
1307,41.75,12.0,1,0
1308,41.75,12.0,1,0
1309,41.75,12.0,1,0
1310,41.75,12.0,1,0
1311,41.7324,27.2514,1,0
1312,41.715556,82.932222,6,0
1313,41.7117,82.6784,6,0
1314,41.7,12.54,1,0
1315,41.566667,120.45,6,1
1316,41.542,44.108,4,0
1317,41.526084,2.393392,1,0
1318,41.514877,34.190154,3,0
1319,41.5,12.75,1,0
1320,41.5,12.5,1,0
1321,41.5,12.5,1,0
1322,41.5,12.5,1,0
1323,41.5,12.5,1,0
1324,41.5,12.5,1,0
1325,41.5,12.5,1,0
1326,41.5,12.25,1,0
1327,41.5,12.25,1,0
1328,41.5,12.25,1,0
1329,41.5,12.25,1,0
1330,41.5,12.0,1,0
1331,41.5,12.0,1,0
1332,41.4484629667,33.2385502167,3,0
1333,41.437229,58.558346,5,1
1334,41.4,45.85,4,1
1335,41.3333,61.0,5,0
1336,41.314905,45.645319,4,0
1337,41.297085,45.01507,4,1
1338,41.297085,45.01507,4,0
1339,41.297085,45.01507,4,0
1340,41.297085,45.01507,4,0
1341,41.297085,45.01507,4,0
1342,41.297085,45.01507,4,0
1343,41.297085,45.01507,4,0
1344,41.25,29.5,1,0
1345,41.25,29.25,1,0
1346,41.25,21.85,1,0
1347,41.25,21.75,1,0
1348,41.25,21.75,1,0
1349,41.25,14.25,1,0
1350,41.206421,20.754743,1,0
1351,41.2,29.1,1,1
1352,41.167019,61.578735,5,0
1353,41.166667,69.75,5,0
1354,41.162345,42.279953,4,0
1355,41.124555,45.670822,4,0
1356,41.1,122.3,6,1
1357,41.0197239167,31.5016350833,3,0
1358,41.013229,82.688178,5,0
1359,41.011,28.97,1,0
1360,41.011,28.97,1,0
1361,41.011,28.97,1,0
1362,41.011,30.0,1,1
1363,41.011,30.0,1,1
1364,41.011,30.0,1,0
1365,41.011,30.0,1,0
1366,41.011,30.0,1,0
1367,41.011,30.0,1,0
1368,41.011,30.0,1,0
1369,41.011,29.75,1,0
1370,41.011,29.75,1,0
1371,41.011,29.75,1,0
1372,41.011,29.75,3,0
1373,41.011,29.75,1,0
1374,41.011,29.75,1,0
1375,41.011,29.75,1,1
1376,41.011,29.5,1,0
1377,41.011,29.5,1,0
1378,41.011,29.5,1,1
1379,41.011,29.5,1,0
1380,41.011,29.5,3,0
1381,41.011,29.5,1,0
1382,41.011,29.5,1,0
1383,41.011,29.25,1,0
1384,41.011,29.25,3,0
1385,41.011,29.25,1,0
1386,41.011,29.25,3,0
1387,41.011,29.25,1,0
1388,41.011,29.25,1,0
1389,41.011,29.25,1,0
1390,41.011,29.25,1,1
1391,41.011,29.15,1,0
1392,41.011,28.97,1,0
1393,41.011,28.97,1,0
1394,41.011,28.97,1,0
1395,41.011,28.97,3,0
1396,41.011,28.97,3,0
1397,41.011,28.97,1,0
1398,41.011,28.97,3,0
1399,41.011,28.97,1,0
1400,41.011,28.97,1,0
1401,41.011,28.97,1,0
1402,41.011,28.97,1,0
1403,41.011,28.97,1,0
1404,41.011,28.97,1,0
1405,41.011,28.97,1,1
1406,41.011,28.97,1,1
1407,41.011,28.97,1,0
1408,41.011,28.97,1,0
1409,41.011,28.97,1,0
1410,41.011,28.97,1,0
1411,41.011,28.97,1,0
1412,41.011,28.97,1,0
1413,41.011,28.97,1,0
1414,41.011,28.97,1,0
1415,41.011,28.97,3,0
1416,41.011,28.97,1,0
1417,41.011,28.97,1,0
1418,41.011,28.97,1,0
1419,41.011,28.97,1,0
1420,41.011,28.97,1,0
1421,41.011,28.97,1,0
1422,41.011,28.97,1,0
1423,41.011,28.97,1,0
1424,41.011,28.97,1,0
1425,41.011,28.97,1,0
1426,41.011,28.97,1,0
1427,41.011,28.9578,1,1
1428,41.00746276,28.96060984,1,0
1429,41.00746276,28.96060984,1,0
1430,41.00746276,28.96060984,1,0
1431,41.00746276,28.96060984,1,0
1432,41.00746276,28.96060984,3,0
1433,41.00746276,28.96060984,1,0
1434,41.00746276,28.96060984,3,0
1435,41.00746276,28.96060984,1,0
1436,41.00746276,28.96060984,3,0
1437,41.00746276,28.96060984,1,0
1438,41.00746276,28.96060984,3,0
1439,41.00746276,28.96060984,1,0
1440,41.00746276,28.96060984,1,0
1441,41.00746276,28.96060984,1,0
1442,41.00746276,28.75,1,0
1443,41.00746276,28.7,3,0
1444,41.006045,28.952175,1,0
1445,41.005833,28.977222,1,0
1446,41.0,85.0,6,1
1447,41.0,64.0,5,1
1448,41.0,29.1,1,0
1449,41.0,29.0,1,0
1450,41.0,85.3,6,0
1451,41.0,85.0,5,0
1452,41.0,85.0,6,0
1453,41.0,85.0,6,0
1454,41.0,85.0,6,0
1455,41.0,85.0,6,1
1456,41.0,85.0,6,1
1457,41.0,85.0,6,0
1458,41.0,85.0,6,0
1459,41.0,84.75,6,0
1460,41.0,84.75,6,0
1461,41.0,84.5,6,0
1462,41.0,84.5,6,1
1463,41.0,64.5,5,0
1464,41.0,64.0,5,1
1465,41.0,29.15,1,0
1466,41.0,29.0,1,0
1467,41.0,29.0,1,0
1468,41.0,28.75,3,0
1469,41.0,15.5,1,0
1470,41.0,12.5,1,0
1471,41.0,113.0,6,0
1472,40.8768968,29.0832149,1,0
1473,40.86,15.75,1,0
1474,40.839995,14.25287,1,0
1475,40.8325,46.026389,4,0
1476,40.8219755,23.847005,1,0
1477,40.8078,14.3445,2,0
1478,40.805843,14.348058,1,0
1479,40.80226,22.05076,3,0
1480,40.7855637777,41.7473507439,4,0
1481,40.7673,94.8616,6,0
1482,40.761,30.0,1,0
1483,40.761,30.0,3,0
1484,40.761,30.0,1,0
1485,40.761,30.0,3,0
1486,40.761,29.75,1,0
1487,40.761,29.5,1,0
1488,40.761,29.5,1,0
1489,40.761,29.5,1,0
1490,40.761,29.5,3,0
1491,40.761,29.25,1,0
1492,40.761,29.25,1,0
1493,40.761,29.25,1,0
1494,40.761,29.25,1,0
1495,40.761,29.25,1,0
1496,40.761,29.25,1,0
1497,40.753694,14.477444,1,0
1498,40.7516167,14.4818647,1,0
1499,40.75,85.0,6,0
1500,40.75,29.0,1,0
1501,40.75,29.0,1,0
1502,40.75,17.75,1,0
1503,40.74941,14.485429,1,0
1504,40.74941,14.485429,1,0
1505,40.74941,14.485429,1,0
1506,40.74941,14.485429,1,0
1507,40.74941,14.485429,1,0
1508,40.74941,14.485429,1,0
1509,40.74493,22.978076,1,0
1510,40.722721075,13.8914769375,1,0
1511,40.683333,24.65,1,0
1512,40.683333,24.65,1,0
1513,40.670226,22.808289,1,0
1514,40.669167,122.148889,6,1
1515,40.667513,36.578221,3,0
1516,40.6013491238,43.1040302701,3,0
1517,40.5198717106,43.6291175245,4,0
1518,40.50925605,43.5705453,4,0
1519,40.5,90.5,6,1
1520,40.5,36.5,3,0
1521,40.5,36.5,4,0
1522,40.5,36.5,3,0
1523,40.5,36.5,3,0
1524,40.5,36.5,4,0
1525,40.5,29.0,1,0
1526,40.5,16.0,1,0
1527,40.4637,49.9576,4,0
1528,40.462704,115.809186,6,1
1529,40.45,108.5,6,0
1530,40.433333,113.15,6,0
1531,40.420499,27.069096,3,0
1532,40.4,111.8,6,1
1533,40.396276,34.032887,3,0
1534,40.38362725,16.82523365,1,0
1535,40.38362725,16.82523365,1,0
1536,40.381111,33.535278,3,0
1537,40.346685,26.699162,1,0
1538,40.3407,34.7455,3,0
1539,40.316667,45.35,4,0
1540,40.3,47.7,4,0
1541,40.27,28.75,1,0
1542,40.266667,35.25,3,0
1543,40.266667,35.25,3,0
1544,40.25,40.75,4,0
1545,40.25,40.5,4,0
1546,40.25,29.0,1,0
1547,40.25,27.75,3,0
1548,40.25,113.15,6,0
1549,40.2,26.4,1,0
1550,40.185208,44.51676,4,0
1551,40.16667,94.75,6,0
1552,40.16667,94.68333,6,0
1553,40.16667,94.68333,6,0
1554,40.16667,94.5,6,0
1555,40.16667,94.5,6,0
1556,40.161769,44.291164,4,0
1557,40.1616915,15.1568265,1,0
1558,40.1616915,15.1568265,1,0
1559,40.157222,24.326389,1,0
1560,40.15,94.75,6,0
1561,40.15,94.6,6,0
1562,40.15,94.45,6,0
1563,40.1484629,35.7633615,3,0
1564,40.118993,94.566984,6,0
1565,40.1105,113.1259,6,0
1566,40.1105,113.1259,6,0
1567,40.1105,113.1259,6,0
1568,40.1105,113.1259,6,1
1569,40.1105,113.1259,6,0
1570,40.1105,113.1259,6,1
1571,40.109408,113.301065,6,0
1572,40.1048,113.6333,6,1
1573,40.1,35.25,3,0
1574,40.1,94.75,6,0
1575,40.1,94.65,6,0
1576,40.1,94.55,6,0
1577,40.083333,113.3,6,0
1578,40.0718920039,8.90091179614,1,0
1579,40.0718920039,8.90091179614,1,0
1580,40.0718920039,8.90091179614,2,0
1581,40.0718920039,8.90091179614,1,0
1582,40.0718920039,8.90091179614,1,0
1583,40.0718920039,8.90091179614,1,0
1584,40.0718920039,8.90091179614,1,0
1585,40.059167,95.936111,6,0
1586,40.037222,94.804167,6,0
1587,40.037222,94.804167,6,0
1588,40.037222,94.804167,6,0
1589,40.037222,94.804167,6,0
1590,40.037222,94.804167,6,0
1591,40.037222,94.804167,6,0
1592,40.037222,94.804167,6,0
1593,40.037222,94.804167,6,0
1594,40.037222,94.804167,6,0
1595,40.037222,94.804167,6,0
1596,40.037222,94.804167,6,0
1597,40.037,94.75,6,0
1598,40.0335,95.25,6,1
1599,40.0335,94.9192,6,1
1600,40.0335,94.9192,6,1
1601,40.01824972,34.62021474,3,0
1602,40.01824972,34.78,3,0
1603,40.01824972,34.75,3,0
1604,40.01824972,34.62021474,3,0
1605,40.01824972,34.62021474,3,0
1606,40.01824972,34.62021474,3,0
1607,40.01824972,34.62021474,3,0
1608,40.01824972,34.62021474,3,0
1609,40.01824972,34.62021474,3,0
1610,40.01824972,34.62021474,3,0
1611,40.01824972,34.62021474,3,0
1612,40.01824972,34.62021474,3,0
1613,40.01824972,34.62021474,3,0
1614,40.01824972,34.62021474,3,0
1615,40.01824972,34.62021474,3,0
1616,40.01824972,34.62021474,3,0
1617,40.01824972,34.62021474,3,0
1618,40.01824972,34.62021474,3,0
1619,40.01824972,34.62021474,3,0
1620,40.01824972,34.62021474,3,0
1621,40.0164379,34.6210663,3,0
1622,40.015668,34.621293,3,0
1623,40.01185995,44.58079045,4,1
1624,40.0,-5.0,1,0
1625,40.0,-5.0,1,0
1626,40.0,-5.0,1,0
1627,40.0,-5.0,1,0
1628,40.0,-5.0,1,0
1629,40.0,-5.0,1,0
1630,40.0,-5.0,1,0
1631,40.0,35.0,3,0
1632,40.0,95.25,6,0
1633,40.0,95.0,6,0
1634,40.0,95.0,6,0
1635,40.0,95.0,6,0
1636,40.0,94.85,6,0
1637,40.0,94.75,6,0
1638,40.0,94.75,6,0
1639,40.0,94.75,6,0
1640,40.0,94.75,6,0
1641,40.0,94.65,6,0
1642,40.0,94.6,6,0
1643,40.0,94.55,6,1
1644,40.0,94.5,6,0
1645,40.0,94.45,6,1
1646,40.0,94.25,6,0
1647,40.0,76.0,5,0
1648,40.0,60.0,5,0
1649,40.0,60.0,5,0
1650,40.0,60.0,5,0
1651,40.0,46.5833,4,0
1652,40.0,45.0,4,0
1653,40.0,40.75,4,0
1654,40.0,40.5,4,0
1655,40.0,35.25,3,0
1656,40.0,35.15,3,0
1657,40.0,35.0,3,0
1658,40.0,34.5,3,0
1659,40.0,34.5,3,0
1660,40.0,34.5,3,0
1661,40.0,34.5,3,0
1662,40.0,34.5,3,0
1663,40.0,31.5,3,0
1664,40.0,31.0,3,0
1665,40.0,31.0,3,0
1666,40.0,13.5,1,0
1667,40.0,13.0,1,0
1668,40.0,-4.0,1,0
1669,39.9558005,26.2518225,1,0
1670,39.9558005,26.2518225,1,0
1671,39.9558005,26.2518225,1,0
1672,39.9288,116.3889,6,0
1673,39.916667,116.383333,6,0
1674,39.916667,116.383333,6,1
1675,39.915987,116.397925,6,0
1676,39.9005503103,26.3312408288,3,0
1677,39.816667,98.3,6,0
1678,39.814908,98.298562,6,0
1679,39.8130499392,35.0524763477,3,0
1680,39.805,116.290556,6,1
1681,39.80007435,30.84518185,3,0
1682,39.8,106.85,6,0
1683,39.75,95.25,6,0
1684,39.75,95.0,6,0
1685,39.75,94.75,6,1
1686,39.75,94.75,6,0
1687,39.75,94.5,6,0
1688,39.75,76.25,5,0
1689,39.75,76.0,6,0
1690,39.75,67.0,5,0
1691,39.75,40.75,4,0
1692,39.75,40.5,4,0
1693,39.75,32.75,3,0
1694,39.75,32.75,3,0
1695,39.75,28.97,3,0
1696,39.75,22.25,1,0
1697,39.75,-5.0,1,0
1698,39.674421,113.692074,6,0
1699,39.656498,66.947223,5,0
1700,39.656498,66.947223,5,0
1701,39.656498,66.947223,5,0
1702,39.656498,66.947223,5,0
1703,39.656498,66.947223,5,0
1704,39.653889,31.998056,3,0
1705,39.650103,31.97857,3,0
1706,39.643108,66.990998,5,0
1707,39.6310737661,31.75,3,0
1708,39.6310737661,31.5,3,0
1709,39.6310737661,31.25,3,0
1710,39.6310737661,30.9895776103,1,0
1711,39.6310737661,30.9895776103,3,0
1712,39.6310737661,30.9895776103,3,0
1713,39.6310737661,30.9895776103,3,0
1714,39.6310737661,30.9895776103,3,0
1715,39.6310737661,30.9895776103,3,0
1716,39.6310737661,30.9895776103,3,0
1717,39.6310737661,30.9895776103,3,0
1718,39.6310737661,30.9895776103,3,0
1719,39.6310737661,30.9895776103,4,0
1720,39.6310737661,30.9895776103,3,0
1721,39.6310737661,30.9895776103,1,0
1722,39.6310737661,30.9895776103,3,0
1723,39.6310737661,30.9895776103,3,0
1724,39.6310737661,30.9895776103,3,0
1725,39.6310737661,30.9895776103,3,0
1726,39.6310737661,30.9895776103,3,0
1727,39.6310737661,30.9895776103,3,0
1728,39.6310737661,30.9895776103,3,0
1729,39.6310737661,30.9895776103,3,0
1730,39.6310737661,30.9895776103,3,0
1731,39.6310737661,30.9895776103,3,0
1732,39.6310737661,30.9895776103,3,0
1733,39.6310737661,30.9895776103,3,0
1734,39.6310737661,30.9895776103,3,0
1735,39.6310737661,29.75,3,0
1736,39.615278,116.05,6,1
1737,39.606111,35.261528,3,0
1738,39.60562,66.671719,5,0
1739,39.58,40.4,4,0
1740,39.5771060055,20.589832047,1,0
1741,39.5566082667,67.1893694,5,0
1742,39.5566082667,67.1893694,5,0
1743,39.5331885499,26.1162702476,3,0
1744,39.5232397778,16.71231,1,0
1745,39.5232397778,16.71231,1,0
1746,39.5232397778,16.71231,1,0
1747,39.507778,67.460278,5,0
1748,39.5,40.5,4,0
1749,39.5,40.5,4,0
1750,39.5,40.5,4,0
1751,39.5,36.0,3,0
1752,39.5,95.25,6,0
1753,39.5,95.0,6,0
1754,39.5,94.75,6,0
1755,39.5,94.75,6,0
1756,39.5,94.5,6,0
1757,39.5,76.25,5,0
1758,39.5,76.0,5,0
1759,39.5,76.0,6,0
1760,39.5,76.0,5,1
1761,39.5,76.0,5,0
1762,39.5,76.0,5,0
1763,39.5,75.75,5,0
1764,39.5,75.0,5,1
1765,39.5,40.75,4,0
1766,39.5,40.5,3,0
1767,39.5,40.5,4,0
1768,39.5,40.5,4,0
1769,39.5,40.5,4,0
1770,39.5,31.5,3,0
1771,39.5,31.0,3,0
1772,39.5,31.0,3,0
1773,39.5,30.75,3,0
1774,39.5,13.5,1,0
1775,39.5,13.0,1,0
1776,39.5,-5.0,1,0
1777,39.491111,26.3383585,3,0
1778,39.4868376847,67.6195694655,5,1
1779,39.474711,67.841635,5,0
1780,39.466667,75.983333,5,0
1781,39.466667,76.25,6,0
1782,39.466667,75.983333,5,0
1783,39.466667,75.983333,6,0
1784,39.466667,75.983333,6,0
